experiment_id,experiment_label,fold,train_size,valid_size,fit_seconds,accuracy,precision,recall,f1,f1_class_0,f1_class_1,roc_auc
path_c,Caminho C - Naive Bayes Gaussiano,1,7823,870,2.875534309001523,0.6137931034482759,0.6118421052631579,0.636986301369863,0.6241610738255033,0.6028368794326241,0.6241610738255033,0.6242812447150347
path_c,Caminho C - Naive Bayes Gaussiano,2,7823,870,2.597439074997965,0.5655172413793104,0.5691244239631337,0.5639269406392694,0.5665137614678899,0.5645161290322581,0.5665137614678899,0.5799298156604094
path_c,Caminho C - Naive Bayes Gaussiano,3,7823,870,2.710532830999,0.5781609195402299,0.5734989648033126,0.632420091324201,0.6015200868621065,0.5518925518925519,0.6015200868621065,0.5869059698968375
path_c,Caminho C - Naive Bayes Gaussiano,4,7824,869,2.6926867509973818,0.5581127733026467,0.5562632696390658,0.5995423340961098,0.5770925110132159,0.5373493975903615,0.5770925110132159,0.5683956267480296
path_c,Caminho C - Naive Bayes Gaussiano,5,7824,869,2.664369029000227,0.5799769850402762,0.58,0.597254004576659,0.588500563697858,0.5710928319623971,0.588500563697858,0.5894514365624206
path_c,Caminho C - Naive Bayes Gaussiano,6,7824,869,2.568596236000303,0.571921749136939,0.5708154506437768,0.6073059360730594,0.588495575221239,0.5539568345323741,0.588495575221239,0.5856535189481825
path_c,Caminho C - Naive Bayes Gaussiano,7,7824,869,2.589278548999573,0.5811277330264673,0.5767634854771784,0.634703196347032,0.6043478260869565,0.5550122249388753,0.6043478260869565,0.5799616480733985
path_c,Caminho C - Naive Bayes Gaussiano,8,7824,869,2.63263484199706,0.5868814729574223,0.5912240184757506,0.5844748858447488,0.5878300803673938,0.5859284890426759,0.5878300803673938,0.584986068291856
path_c,Caminho C - Naive Bayes Gaussiano,9,7824,869,2.5237494310058537,0.5845799769850403,0.5889145496535797,0.5821917808219178,0.5855338691159586,0.5836216839677048,0.5855338691159586,0.5847079638517201
path_c,Caminho C - Naive Bayes Gaussiano,10,7824,869,2.595301796995045,0.5891829689298044,0.5856236786469344,0.632420091324201,0.6081229418221734,0.5683192261185006,0.6081229418221734,0.5934192543622668
