experiment_id,experiment_label,fold,train_size,valid_size,fit_seconds,accuracy,precision,recall,f1,f1_class_0,f1_class_1,roc_auc
path_a,Caminho A - Árvore de Decisão,1,7823,870,2.2837874069955433,0.7896551724137931,0.7684210526315789,0.8333333333333334,0.7995618838992333,0.7787182587666264,0.7995618838992333,0.8763106714019957
path_a,Caminho A - Árvore de Decisão,2,7823,870,2.2865403940013493,0.8183908045977012,0.8043478260869565,0.8447488584474886,0.8240534521158129,0.8123515439429929,0.8240534521158129,0.8880010147133435
path_a,Caminho A - Árvore de Decisão,3,7823,870,2.2336931839963654,0.803448275862069,0.7846481876332623,0.8401826484018264,0.8114663726571113,0.7947178871548619,0.8114663726571113,0.8886801327583292
path_a,Caminho A - Árvore de Decisão,4,7824,869,2.5485643159991014,0.7583429228998849,0.7483588621444202,0.782608695652174,0.7651006711409396,0.7511848341232228,0.7651006711409396,0.8382092762098482
path_a,Caminho A - Árvore de Decisão,5,7824,869,2.3933938649934134,0.8112773302646721,0.7849686847599165,0.8604118993135011,0.8209606986899564,0.8004866180048662,0.8209606986899564,0.8804268370200865
path_a,Caminho A - Árvore de Decisão,6,7824,869,2.179842577999807,0.7756041426927502,0.7579617834394905,0.815068493150685,0.7854785478547854,0.7647768395657418,0.7854785478547854,0.8522258949665745
path_a,Caminho A - Árvore de Decisão,7,7824,869,2.2666042639975785,0.7813578826237054,0.753061224489796,0.8424657534246576,0.7952586206896551,0.7654320987654321,0.7952586206896551,0.8725487080062295
path_a,Caminho A - Árvore de Decisão,8,7824,869,2.1555388339984347,0.7882623705408516,0.7690677966101694,0.8287671232876712,0.7978021978021979,0.7777777777777778,0.7978021978021979,0.8770831346873047
path_a,Caminho A - Árvore de Decisão,9,7824,869,2.2883887409989256,0.759493670886076,0.756152125279642,0.771689497716895,0.7638418079096045,0.7549824150058617,0.7638418079096045,0.8564398393880642
path_a,Caminho A - Árvore de Decisão,10,7824,869,2.4864772699947935,0.761795166858458,0.7538461538461538,0.7831050228310502,0.7681970884658454,0.7550295857988165,0.7681970884658454,0.8512141245272226
