experiment_id,experiment_label,metric,cv_mean,cv_std,out_of_fold
path_a,Caminho A - Árvore de Decisão,accuracy,0.7847627739639962,0.02044191221159822,0.7847693546531692
path_a,Caminho A - Árvore de Decisão,precision,0.7680833696921386,0.017140365932858143,0.7681283422459894
path_a,Caminho A - Árvore de Decisão,recall,0.8202381325559281,0.029205005569567243,0.8202375513933303
path_a,Caminho A - Árvore de Decisão,f1,0.7931721341225141,0.021114872361106103,0.7933281785043632
path_a,Caminho A - Árvore de Decisão,f1_class_0,0.77554578589062,0.020036976575220383,0.7754710188407536
path_a,Caminho A - Árvore de Decisão,f1_class_1,0.7931721341225141,0.021114872361106103,0.7933281785043632
path_a,Caminho A - Árvore de Decisão,roc_auc,0.8681139633678997,0.0164498594645385,0.8674036198055483
